SalesID,OrderDate,RetailerID,ContractorID,ProductID,Quantity,SalesAmount
114,2023-09-28,S104,C004,P004,3,15484.19
115,2023-09-29,S104,C001,P001,2,2281.24
116,2023-09-25,S104,C004,P004,2,11894.24
117,2023-09-19,S104,C002,P001,1,1107.58
118,2023-09-13,S104,C004,P003,1,680.97
119,2023-09-16,S104,C005,P003,3,1994.37
120,2023-09-01,S104,C003,P004,1,5788.7
121,2023-09-24,S105,C003,P004,3,16936.47
122,2023-09-07,S105,C001,P002,1,1496.97
123,2023-09-11,S105,C003,P003,2,1539.12
124,2023-09-04,S105,C008,P004,2,9843.7
125,2023-09-24,S105,C001,P001,2,2386.59
126,2023-09-18,S105,C008,P003,1,658.79
127,2023-09-25,S105,C006,P003,2,1303.47
128,2023-09-23,S105,C001,P001,3,3703.68
129,2023-09-06,S105,C008,P002,1,1669.11
130,2023-09-07,S105,C002,P001,1,1135.46
131,2023-09-07,S105,C002,P003,1,741.99
132,2023-09-24,S105,C001,P003,1,643.92
133,2023-09-16,S105,C005,P001,3,3721.02
134,2023-09-09,S105,C004,P001,1,1028.96
135,2023-09-24,S105,C007,P001,1,1086.37
136,2023-09-19,S105,C004,P004,1,5931.94
137,2023-09-25,S105,C007,P004,2,11198.65
138,2023-09-17,S105,C008,P003,2,1382.12
139,2023-09-20,S105,C007,P002,3,4548.54
140,2023-09-10,S105,C001,P002,3,4839.97
141,2023-09-04,S105,C002,P004,2,11462.4
142,2023-09-27,S105,C004,P006,1,813.31
143,2023-09-07,S105,C005,P004,1,5251.46
144,2023-09-10,S105,C003,P004,3,15301.72
145,2023-09-08,S105,C002,P002,5,7083.03
146,2023-09-12,S105,C007,P001,2,2514.26
147,2023-09-06,S105,C008,P003,1,664.35
148,2023-09-10,S105,C004,P002,1,1670.09
149,2023-09-01,S105,C005,P002,2,3479.57
150,2023-09-20,S106,C003,P003,1,705.53
151,2023-09-26,S106,C005,P005,4,13754.18
152,2023-09-08,S106,C007,P004,1,5255.24
153,2023-09-23,S106,C005,P002,5,8204.01
154,2023-09-06,S106,C005,P005,4,13685.59
155,2023-09-10,S106,C008,P004,1,5265.96
156,2023-09-18,S106,C008,P005,1,3433.58
157,2023-09-01,S106,C006,P003,3,2288.98
158,2023-09-18,S106,C007,P002,1,1721.32
159,2023-09-14,S106,C006,P003,3,1788.57
160,2023-09-03,S106,C004,P005,4,14350.28
161,2023-09-08,S106,C004,P003,2,1531.35
162,2023-09-27,S106,C007,P005,4,15006.11
163,2023-09-30,S106,C008,P001,1,1133.72
164,2023-09-04,S106,C007,P004,3,14940.16
165,2023-09-15,S106,C003,P002,1,1658.52
166,2023-09-04,S106,C001,P003,4,2728.71
167,2023-09-21,S106,C006,P001,2,2265.69
168,2023-09-27,S106,C008,P005,1,3606.5
169,2023-09-05,S106,C008,P001,3,3647.33
170,2023-09-16,S106,C003,P001,3,3671.23
171,2023-09-30,S106,C003,P003,5,3766.61
172,2023-09-23,S106,C005,P001,1,1055.38
173,2023-09-10,S106,C007,P002,2,3241.94
174,2023-09-17,S106,C006,P004,1,5628.62
175,2023-09-23,S106,C007,P005,3,12038.05
176,2023-09-09,S106,C008,P006,1,862.06
177,2023-09-14,S106,C001,P005,4,14194.06
178,2023-09-27,S106,C004,P004,1,5728.99
179,2023-09-16,S106,C005,P004,1,5330.47
180,2023-09-16,S106,C002,P006,1,935.97
181,2023-09-08,S106,C002,P003,2,1203.54
182,2023-09-15,S106,C002,P004,1,5487.51
183,2023-09-18,S106,C005,P003,3,1862.1
184,2023-09-05,S106,C001,P006,1,888.12
185,2023-09-13,S106,C001,P002,1,1649.44
186,2023-09-07,S106,C006,P002,2,3483.91
187,2023-09-30,S106,C004,P003,2,1535.51
188,2023-09-01,S107,C003,P003,2,1289.28
189,2023-09-20,S107,C002,P005,2,6227.1
190,2023-09-29,S107,C007,P005,5,16534.21
191,2023-09-18,S107,C005,P006,4,3766.74
192,2023-09-11,S107,C006,P001,1,1139.3
193,2023-09-30,S107,C008,P001,2,2089.54
194,2023-09-20,S107,C006,P006,2,1819.93
195,2023-09-08,S107,C006,P001,4,4973.02
196,2023-09-21,S107,C006,P003,1,666.08
197,2023-09-03,S107,C005,P001,4,4676.2
198,2023-09-21,S107,C002,P001,1,1157.94
199,2023-09-27,S107,C008,P006,3,2391.96
200,2023-09-15,S107,C004,P001,3,3694.72
201,2023-09-30,S107,C001,P004,1,5652.44
202,2023-09-23,S107,C006,P001,1,1011.09
203,2023-09-10,S107,C003,P002,2,3006.75
204,2023-09-21,S107,C004,P005,2,7434.44
205,2023-09-14,S107,C004,P001,3,3167.52
206,2023-09-04,S107,C004,P003,2,1307.53
207,2023-09-05,S107,C003,P002,3,4912.46
208,2023-09-02,S107,C001,P005,1,3447.87
209,2023-09-02,S107,C003,P002,5,7152.88
210,2023-09-10,S107,C005,P006,1,820.28
211,2023-09-16,S107,C002,P005,2,7527.34
212,2023-09-04,S107,C001,P004,3,18105.88
213,2023-09-04,S107,C006,P001,1,1110.05
214,2023-09-08,S107,C004,P005,3,10578.4
215,2023-09-29,S107,C001,P003,1,728.66
216,2023-09-18,S107,C001,P001,2,2482.85
217,2023-09-05,S107,C007,P001,2,2562.3
218,2023-09-13,S107,C002,P003,5,3801.66
219,2023-09-15,S107,C006,P003,2,1370.28
220,2023-09-12,S107,C002,P003,1,769.92
221,2023-09-22,S107,C004,P003,1,618.27
222,2023-09-24,S107,C001,P006,5,4650.83
223,2023-09-23,S107,C005,P004,5,24781.67
224,2023-09-18,S107,C001,P003,1,727.37
225,2023-09-14,S107,C008,P001,2,2269.09
226,2023-09-22,S108,C001,P002,3,4890.87
227,2023-09-14,S108,C005,P001,1,1234.07
228,2023-09-16,S108,C003,P006,2,1834.01
229,2023-09-20,S108,C005,P004,2,10789.5
230,2023-09-15,S108,C001,P002,4,6687.15
231,2023-09-14,S108,C007,P003,2,1510.37
232,2023-09-09,S108,C007,P001,1,1165.2
233,2023-09-07,S108,C004,P003,1,639.47
234,2023-09-25,S108,C006,P003,2,1370.13
235,2023-09-17,S108,C001,P001,2,2637.19
236,2023-09-04,S108,C008,P003,3,2126.16
237,2023-09-12,S108,C006,P006,2,1812.9
238,2023-09-14,S108,C007,P003,1,735.86
239,2023-09-04,S108,C007,P004,4,20470.63
240,2023-09-10,S108,C007,P002,6,8440.95
241,2023-09-22,S108,C006,P001,3,3429.44
242,2023-09-22,S108,C008,P001,1,1091.62
243,2023-09-19,S108,C006,P005,1,3876.45
244,2023-09-16,S108,C002,P001,5,4985.68
245,2023-09-17,S108,C007,P002,6,9413.72
246,2023-09-22,S108,C007,P003,1,766.59
247,2023-09-10,S108,C006,P005,2,7830.46
248,2023-09-02,S108,C003,P002,3,4702.72
249,2023-09-23,S109,C001,P004,4,21917.91
250,2023-09-03,S109,C006,P005,1,3997.82
251,2023-09-17,S109,C002,P001,1,1082.91
252,2023-09-21,S109,C007,P003,4,2826.86
253,2023-09-06,S109,C003,P002,2,2976.03
254,2023-09-02,S109,C003,P002,2,3132.46
255,2023-09-08,S109,C005,P006,5,4443.84
256,2023-09-23,S109,C007,P006,2,1607.52
257,2023-09-15,S109,C002,P001,5,5580.2
258,2023-09-15,S109,C007,P002,3,5007.67
259,2023-09-17,S109,C006,P004,1,4963.32
260,2023-09-17,S109,C002,P005,3,12026.21
261,2023-09-20,S109,C007,P004,1,5058.24
262,2023-09-06,S109,C001,P003,2,1283.01
263,2023-09-12,S109,C003,P002,4,5915.37
264,2023-09-12,S109,C006,P006,4,3433.57
265,2023-09-30,S109,C008,P006,3,2724.94
266,2023-09-10,S109,C003,P001,1,1302.74
267,2023-09-13,S109,C005,P001,1,1185.46
268,2023-09-14,S109,C002,P005,3,12282.19
269,2023-09-03,S110,C008,P005,2,7387.48
270,2023-09-12,S110,C001,P003,1,672.21
271,2023-09-08,S110,C001,P006,1,775.54
272,2023-09-01,S110,C003,P002,3,4462.93
273,2023-09-11,S110,C007,P003,3,2193.27
274,2023-09-30,S110,C005,P001,3,3242.32
275,2023-09-04,S110,C002,P002,3,4781.73
276,2023-09-27,S110,C007,P001,1,1214.76
277,2023-09-23,S110,C008,P004,4,20892.71
278,2023-09-21,S110,C008,P001,1,1160.22
279,2023-09-11,S110,C001,P003,4,2703.79
280,2023-09-26,S110,C004,P004,1,5608.05
281,2023-09-05,S110,C005,P004,5,24130.81
282,2023-09-05,S110,C006,P003,2,1424.58
283,2023-09-02,S110,C007,P002,1,1448.38
284,2023-09-10,S110,C002,P001,1,1088.26
285,2023-09-30,S110,C006,P003,3,2256.55
286,2023-09-27,S110,C001,P001,2,2391.83
287,2023-09-16,S110,C008,P002,1,1672.94
288,2023-09-23,S110,C007,P001,3,3679.36
289,2023-09-16,S111,C007,P002,1,1666.31
290,2023-09-23,S111,C008,P001,2,2382.69
291,2023-09-16,S111,C001,P002,3,4536.3
292,2023-09-12,S111,C006,P004,2,10152.49
293,2023-09-30,S111,C007,P004,2,10540.99
294,2023-09-26,S111,C001,P002,1,1595.1
295,2023-09-17,S111,C007,P001,2,2381.9
296,2023-09-09,S111,C003,P002,3,5094.15
297,2023-09-26,S111,C003,P006,1,803.93
298,2023-09-03,S111,C008,P005,1,3995.13
299,2023-09-24,S111,C002,P001,1,1226.54
300,2023-09-14,S111,C006,P002,2,3036.68
301,2023-09-03,S111,C001,P002,1,1588.46
302,2023-09-14,S111,C008,P004,3,17562.94
303,2023-09-20,S111,C006,P006,3,2585.05
304,2023-09-27,S111,C002,P003,4,2536.65
305,2023-09-06,S111,C006,P003,1,640.63
306,2023-09-18,S111,C005,P002,4,5995.81
307,2023-09-10,S111,C002,P002,2,3273.79
308,2023-09-11,S111,C003,P001,1,1209.22
309,2023-09-04,S111,C007,P003,4,2612.93
310,2023-09-03,S111,C002,P006,2,1821.51
311,2023-09-11,S111,C005,P002,3,4274.92
312,2023-09-22,S111,C004,P004,4,23415.2
313,2023-09-10,S111,C005,P006,2,1653.64
314,2023-10-31,S100,C004,P003,1,694.45
315,2023-10-19,S100,C007,P004,4,19984.91
316,2023-10-05,S100,C001,P004,4,20805.69
317,2023-10-06,S100,C005,P003,1,658.56
318,2023-10-22,S100,C005,P004,2,9640.29
319,2023-10-20,S100,C007,P003,2,1263.47
320,2023-10-24,S100,C002,P002,2,3071.95
321,2023-10-29,S100,C003,P004,1,5298.74
322,2023-10-20,S100,C008,P003,3,1990.59
323,2023-10-11,S100,C006,P003,1,769.36
324,2023-10-27,S100,C006,P004,2,10656.87
325,2023-10-30,S100,C006,P005,1,4111.32
326,2023-10-19,S100,C006,P004,5,27140.28
327,2023-10-02,S100,C003,P006,4,3666.02
328,2023-10-27,S100,C002,P004,2,10745.92
329,2023-10-28,S100,C008,P002,4,6571.65
330,2023-10-01,S100,C008,P001,1,1166.84
331,2023-10-03,S100,C002,P002,1,1528.58
332,2023-10-02,S100,C007,P001,3,3442.09
333,2023-10-31,S100,C007,P005,1,3425.82
334,2023-10-21,S100,C003,P002,1,1548.44
335,2023-10-25,S100,C006,P005,3,10048.67
336,2023-10-05,S101,C008,P005,3,11710.3
337,2023-10-23,S101,C005,P004,4,18083.12
338,2023-10-11,S101,C001,P003,1,689.08
339,2023-10-26,S101,C002,P002,2,2958.72
340,2023-10-16,S101,C005,P006,3,2663.75
341,2023-10-17,S101,C001,P005,2,8039.26
342,2023-10-15,S101,C005,P003,5,3557.54
343,2023-10-05,S101,C004,P006,3,2520.1
344,2023-10-20,S101,C008,P004,1,5063.94
345,2023-10-29,S101,C007,P001,1,1232.86
346,2023-10-17,S101,C004,P001,1,1154.69
347,2023-10-05,S101,C002,P001,3,3210.19
348,2023-10-11,S101,C008,P001,1,1086.61
349,2023-10-30,S101,C003,P002,3,4692.47
350,2023-10-20,S101,C004,P003,1,659.48
351,2023-10-11,S101,C008,P003,2,1213.12
352,2023-10-06,S101,C001,P005,4,13377.62
353,2023-10-13,S101,C004,P004,1,5119.56
354,2023-10-20,S101,C008,P003,4,2665.23
355,2023-10-24,S101,C006,P003,1,667.83
356,2023-10-27,S101,C008,P006,3,2669.78
357,2023-10-10,S101,C006,P006,2,1743.22
358,2023-10-19,S101,C005,P003,3,1906.57
359,2023-10-11,S101,C004,P004,2,10710.72
360,2023-10-17,S101,C005,P006,3,2372.53
361,2023-10-15,S102,C003,P004,1,5574.18
362,2023-10-21,S102,C007,P004,1,5506.02
363,2023-10-18,S102,C006,P005,4,13916.05
364,2023-10-17,S102,C002,P001,2,2213.28
365,2023-10-16,S102,C003,P001,2,2169.75
366,2023-10-29,S102,C004,P003,1,741.23
367,2023-10-31,S102,C007,P001,1,1176.69
368,2023-10-05,S102,C005,P002,1,1697.11
369,2023-10-28,S102,C005,P006,3,2552.06
370,2023-10-17,S102,C001,P003,4,3017.65
371,2023-10-15,S102,C006,P002,2,2925.94
372,2023-10-09,S102,C001,P004,2,11085.27
373,2023-10-07,S102,C008,P004,2,9972.25
374,2023-10-26,S102,C007,P002,2,2914.77
375,2023-10-04,S102,C005,P004,2,10003.07
376,2023-10-11,S102,C005,P004,2,9412.98
377,2023-10-06,S102,C004,P002,2,3110.55
378,2023-10-24,S102,C003,P001,2,2458.69
379,2023-10-15,S102,C008,P003,4,2796.54
380,2023-10-21,S102,C006,P004,3,17203.05
381,2023-10-09,S102,C008,P003,5,3697.28
382,2023-10-23,S102,C004,P004,1,6002.48
383,2023-10-06,S102,C002,P004,2,10711.16
384,2023-10-01,S102,C006,P003,1,653.9
385,2023-10-24,S102,C002,P001,3,3873.71
386,2023-10-11,S102,C004,P001,2,2225.57
387,2023-10-26,S102,C003,P003,3,2189.55
388,2023-10-10,S102,C008,P001,2,2187.88
389,2023-10-19,S102,C004,P001,1,1144.22
390,2023-10-22,S102,C008,P004,1,5321.08
391,2023-10-25,S103,C004,P006,1,835.34
392,2023-10-28,S103,C005,P003,3,2049.25
393,2023-10-25,S103,C003,P001,2,2600.39
394,2023-10-02,S103,C007,P004,2,9535.0
395,2023-10-05,S103,C001,P003,1,692.67
396,2023-10-17,S103,C007,P006,1,814.8
397,2023-10-10,S103,C006,P005,1,3477.94
398,2023-10-08,S103,C007,P004,2,10852.2
399,2023-10-27,S103,C007,P001,1,1186.93
400,2023-10-30,S103,C008,P001,1,1249.71
401,2023-10-24,S103,C004,P002,4,6330.03
402,2023-10-19,S103,C003,P002,3,4889.82
403,2023-10-11,S103,C001,P005,1,4165.7
404,2023-10-19,S103,C007,P003,3,1898.11
405,2023-10-20,S103,C003,P003,2,1461.13
406,2023-10-25,S103,C005,P002,2,3241.65
407,2023-10-22,S103,C002,P001,2,2331.37
408,2023-10-27,S103,C006,P006,2,1735.8
409,2023-10-11,S103,C004,P001,2,2174.0
410,2023-10-08,S103,C007,P001,2,2350.96
411,2023-10-10,S103,C001,P004,2,10181.9
412,2023-10-29,S103,C004,P005,5,17151.11
413,2023-10-05,S103,C004,P005,2,7131.22
414,2023-10-01,S104,C003,P001,1,1020.84
415,2023-10-17,S104,C005,P002,1,1440.47
416,2023-10-24,S104,C005,P005,3,11584.69
417,2023-10-09,S104,C002,P005,1,3961.59
418,2023-10-18,S104,C007,P002,2,3056.66
419,2023-10-10,S104,C004,P003,4,2824.92
420,2023-10-01,S104,C004,P006,1,869.33
421,2023-10-17,S104,C002,P002,1,1632.5
422,2023-10-27,S104,C001,P004,3,16529.34
423,2023-10-23,S104,C007,P001,5,5610.16
424,2023-10-22,S104,C008,P002,4,6189.58
425,2023-10-14,S104,C001,P001,6,6714.77
426,2023-10-26,S104,C002,P004,3,14143.3
427,2023-10-31,S104,C007,P003,3,2121.53
428,2023-10-30,S104,C006,P004,2,11480.6
429,2023-10-06,S104,C002,P003,2,1371.04
430,2023-10-04,S104,C001,P005,1,3362.55
431,2023-10-30,S104,C008,P002,1,1572.5
432,2023-10-12,S105,C006,P003,1,733.3
433,2023-10-04,S105,C001,P005,2,7241.7
434,2023-10-03,S105,C007,P002,1,1531.99
435,2023-10-01,S105,C004,P004,3,17989.7
436,2023-10-31,S105,C003,P003,1,717.31
437,2023-10-10,S105,C003,P004,2,9406.77
438,2023-10-15,S105,C005,P001,3,3670.32
439,2023-10-12,S105,C003,P002,2,3484.63
440,2023-10-25,S105,C007,P001,2,2496.55
441,2023-10-09,S105,C005,P002,2,3041.98
442,2023-10-04,S105,C002,P003,4,3067.12
443,2023-10-05,S105,C004,P002,1,1578.75
444,2023-10-03,S105,C008,P004,1,5658.2
445,2023-10-06,S105,C004,P003,1,731.28
446,2023-10-14,S105,C003,P003,1,715.86
447,2023-10-15,S105,C007,P002,2,3007.53
448,2023-10-18,S105,C007,P002,2,3017.22
449,2023-10-18,S105,C006,P005,1,3768.79
450,2023-10-17,S105,C007,P003,3,2017.95
451,2023-10-14,S105,C003,P005,4,15938.36
452,2023-10-04,S105,C004,P002,2,3469.29
453,2023-10-01,S105,C003,P003,2,1510.7
454,2023-10-03,S105,C006,P006,4,3370.48
455,2023-10-12,S105,C008,P002,3,4370.65
456,2023-10-23,S106,C004,P006,2,1684.53
457,2023-10-15,S106,C003,P003,2,1260.56
458,2023-10-11,S106,C007,P002,3,4338.36
459,2023-10-03,S106,C004,P006,2,1657.92
460,2023-10-10,S106,C003,P005,1,3606.47
461,2023-10-02,S106,C007,P001,1,1136.21
462,2023-10-26,S106,C004,P002,2,3146.1
463,2023-10-23,S106,C007,P003,3,2100.05
464,2023-10-04,S106,C004,P002,3,4901.41
465,2023-10-01,S106,C002,P001,1,1114.28
466,2023-10-28,S106,C003,P003,2,1251.35
467,2023-10-11,S106,C004,P002,2,2777.98
468,2023-10-21,S106,C005,P003,3,1894.19
469,2023-10-04,S106,C008,P004,5,29103.57
470,2023-10-22,S106,C006,P003,1,715.88
471,2023-10-26,S106,C007,P003,1,742.5
472,2023-10-06,S106,C006,P003,2,1300.58
473,2023-10-30,S106,C008,P002,2,2927.43
474,2023-10-18,S107,C001,P002,2,3029.02
475,2023-10-17,S107,C006,P003,4,2785.4
476,2023-10-04,S107,C002,P005,2,7207.08
477,2023-10-19,S107,C002,P003,1,630.89
478,2023-10-04,S107,C004,P004,1,5371.08
479,2023-10-09,S107,C006,P001,3,3430.12
480,2023-10-25,S107,C007,P005,3,11843.78
481,2023-10-18,S107,C003,P001,1,1238.87
482,2023-10-27,S107,C004,P005,3,11853.6
483,2023-10-12,S107,C006,P005,2,6891.19
484,2023-10-18,S107,C003,P003,2,1446.72
485,2023-10-27,S107,C005,P002,3,4748.68
486,2023-10-25,S107,C005,P002,3,4411.12
487,2023-10-02,S107,C002,P006,6,5304.09
488,2023-10-25,S107,C007,P001,1,1166.5
489,2023-10-24,S107,C005,P006,3,2437.77
490,2023-10-15,S107,C003,P005,3,11088.89
491,2023-10-18,S107,C003,P004,4,20816.65
492,2023-10-07,S107,C006,P002,2,3261.99
493,2023-10-14,S107,C007,P005,4,14996.34
494,2023-10-04,S107,C005,P003,4,2897.88
495,2023-10-24,S107,C007,P004,3,17129.92
496,2023-10-27,S107,C002,P003,2,1438.06
497,2023-10-21,S107,C005,P003,1,659.04
498,2023-10-25,S107,C006,P004,2,11614.03
499,2023-10-08,S107,C008,P003,6,3909.1
500,2023-10-03,S108,C002,P005,2,7037.11
501,2023-10-17,S108,C003,P005,1,3467.55
502,2023-10-19,S108,C007,P004,2,11802.25
503,2023-10-01,S108,C007,P002,1,1536.77
504,2023-10-20,S108,C003,P002,2,3203.53
505,2023-10-21,S108,C002,P002,1,1596.11
506,2023-10-06,S108,C005,P002,1,1538.07
507,2023-10-15,S108,C001,P004,1,5454.27
508,2023-10-12,S108,C005,P005,5,20292.41
509,2023-10-24,S108,C004,P001,3,3773.98
510,2023-10-07,S108,C005,P004,3,15382.83
511,2023-10-21,S108,C004,P004,2,10332.12
512,2023-10-24,S108,C002,P003,2,1397.09
513,2023-10-05,S108,C002,P002,2,3303.47
514,2023-10-30,S108,C001,P003,1,669.01
515,2023-10-14,S108,C006,P006,1,818.36
516,2023-10-20,S108,C007,P001,3,3814.37
517,2023-10-22,S108,C003,P002,1,1710.44
518,2023-10-15,S108,C002,P004,2,10380.06
519,2023-10-16,S109,C004,P004,1,5443.94
520,2023-10-15,S109,C001,P004,1,4819.11
521,2023-10-17,S109,C001,P001,2,2544.69
522,2023-10-12,S109,C008,P002,2,2880.06
523,2023-10-02,S109,C003,P002,4,6818.38
524,2023-10-16,S109,C001,P001,2,2174.45
525,2023-10-28,S109,C007,P003,4,2697.83
526,2023-10-19,S109,C004,P002,5,6494.81
527,2023-10-06,S109,C006,P003,4,2564.21
528,2023-10-12,S109,C002,P002,1,1707.06
529,2023-10-06,S109,C002,P003,2,1149.58
530,2023-10-09,S109,C001,P003,1,713.33
531,2023-10-25,S109,C001,P001,2,2278.4
532,2023-10-04,S109,C002,P006,4,3445.68
533,2023-10-29,S109,C005,P005,1,3581.46
534,2023-10-19,S109,C005,P004,2,11276.73
535,2023-10-22,S109,C008,P002,3,4497.25
536,2023-10-14,S110,C002,P002,1,1610.33
537,2023-10-22,S110,C004,P003,1,709.52
538,2023-10-31,S110,C008,P003,4,2485.34
539,2023-10-05,S110,C002,P002,1,1661.44
540,2023-10-08,S110,C005,P001,1,1140.69
541,2023-10-10,S110,C001,P005,4,14782.18
542,2023-10-09,S110,C006,P001,2,2384.01
543,2023-10-28,S110,C004,P001,2,2548.03
544,2023-10-11,S110,C007,P006,3,2244.66
545,2023-10-30,S110,C005,P003,3,2061.25
546,2023-10-26,S110,C003,P002,1,1457.91
547,2023-10-13,S110,C007,P001,1,1107.93
548,2023-10-23,S110,C004,P005,3,11515.51
549,2023-10-27,S110,C002,P001,4,4421.64
550,2023-10-24,S110,C003,P005,2,6946.56
551,2023-10-11,S110,C001,P001,1,1278.55
552,2023-10-11,S110,C004,P005,1,3547.83
553,2023-10-15,S110,C007,P001,2,2511.11
554,2023-10-09,S110,C002,P002,5,7845.14
555,2023-10-08,S110,C005,P003,3,2124.46
556,2023-10-03,S110,C002,P006,1,962.04
557,2023-10-31,S110,C002,P001,3,3409.07
558,2023-10-07,S110,C008,P001,2,2178.85
559,2023-10-05,S110,C002,P005,1,3738.57
